,subject,predicate,object,from,until,object_has_years,subject_has_years,not_imputable_until
414,Rachida Brakni,was born in,Paris,1977,1977,False,False,False
415,Mia Hansen-Løve,was born in,Paris,1981,1981,False,False,False
416,Lucie Aubrac,was born in,Paris,1912,1912,False,False,False
417,Roman Polanski,was born in,Paris,1933,1933,False,False,False
418,Joris-Karl Huysmans,was born in,Paris,1848,1848,False,False,False
419,Victor Louis,was born in,Paris,1731,1731,False,False,False
420,Anne-Aymone Giscard d'Estaing,was born in,Paris,1933,1933,False,False,False
421,Roger Vadim,was born in,Paris,1928,1928,False,False,False
422,Daniel Pauly,was born in,Paris,1946,1946,False,False,False
423,Jean-Louis Borloo,was born in,Paris,1951,1951,False,False,False
424,André Weil,was born in,Paris,1906,1906,False,False,False
425,Germaine de Staël,was born in,Paris,1766,1766,False,False,False
426,François Baroin,was born in,Paris,1965,1965,False,False,False
427,Jacqueline Piatigorsky,was born in,Paris,1911,1911,False,False,False
428,Marcel Dalio,was born in,Paris,1899,1899,False,False,False
429,Christine Lagarde,was born in,Paris,1956,1956,False,False,False
430,Philippe de Broca,was born in,Paris,1933,1933,False,False,False
431,Pierre Curie,was born in,Paris,1859,1859,False,False,False
432,Denise Kandel,was born in,Paris,1933,1933,False,False,False
433,Claude Chirac,was born in,Paris,1962,1962,False,False,False
434,Anouk Aimée,was born in,Paris,1932,1932,False,False,False
435,Jean-Luc Godard,was born in,Paris,1930,1930,False,False,False
436,Guy de Rothschild,was born in,Paris,1909,1909,False,False,False
437,Brigitte Bardot,was born in,Paris,1934,1934,False,False,False
438,Frédéric Joliot-Curie,was born in,Paris,1900,1900,False,False,False
439,Pierre Sudreau,was born in,Paris,1919,1919,False,False,False
440,Emmanuelle Seigner,was born in,Paris,1966,1966,False,False,False
441,Henri Becquerel,was born in,Paris,1852,1852,False,False,False
442,Liliane Bettencourt,was born in,Paris,1922,1922,False,False,False
443,Luc Besson,was born in,Paris,1959,1959,False,False,False
444,Anne Parillaud,was born in,Paris,1960,1960,False,False,False
445,Annie Girardot,was born in,Paris,1931,1931,False,False,False
446,Recep Tayyip Erdoğan,was born in,Turkey,1954,1954,False,False,False
447,İsmail Kahraman,was born in,Turkey,1940,1940,False,False,False
448,Kenan Doğulu,was born in,Turkey,1974,1974,False,False,False
449,Abdüllatif Şener,was born in,Turkey,1954,1954,False,False,False
450,Meshulam Riklis,was born in,Turkey,1923,1923,False,False,False
451,Mehmet Ali Şahin,was born in,Turkey,1950,1950,False,False,False
452,Emine Erdoğan,was born in,Turkey,1955,1955,False,False,False
453,Sinan Bolat,was born in,Turkey,1988,1988,False,False,False
454,Ayhan Şahenk,was born in,Turkey,1929,1929,False,False,False
455,Birkan Sokullu,was born in,Turkey,1985,1985,False,False,False
456,Hicri Fişek,was born in,Turkey,1918,1918,False,False,False
457,Tarık Akan,was born in,Turkey,1949,1949,False,False,False
458,Beren Saat,was born in,Turkey,1984,1984,False,False,False
459,Aydın Menderes,was born in,Turkey,1946,1946,False,False,False
460,Ufukhan Bayraktar,was born in,Turkey,1986,1986,False,False,False
461,Sinan Tuzcu,was born in,Turkey,1977,1977,False,False,False
462,Necmettin Erbakan,was born in,Turkey,1926,1926,False,False,False
463,Turgut Özal,was born in,Turkey,1927,1927,False,False,False
464,Dolunay Soysert,was born in,Turkey,1973,1973,False,False,False
465,Abdullah Gül,was born in,Turkey,1949,1949,False,False,False
466,Aydın Doğan,was born in,Turkey,1936,1936,False,False,False
467,Bülent Arınç,was born in,Turkey,1948,1948,False,False,False
468,Şadan Fişek,was born in,Turkey,1922,1922,False,False,False
469,Meral Okay,was born in,Turkey,1959,1959,False,False,False
470,Tolgahan Sayışman,was born in,Turkey,1981,1981,False,False,False
471,Serdar Kulbilge,was born in,Turkey,1980,1980,False,False,False
472,Hayrünnisa Gül,was born in,Turkey,1964,1964,False,False,False
473,Hollingsworth Morse,was born in,Los Angeles,1910,1910,False,False,False
474,Holly Palance,was born in,Los Angeles,1950,1950,False,False,False
475,Freddie Prinze Jr.,was born in,Los Angeles,1976,1976,False,False,False
476,Gerry Day,was born in,Los Angeles,1922,1922,False,False,False
477,George Eckstein,was born in,Los Angeles,1928,1928,False,False,False
478,Jennifer Meyer,was born in,Los Angeles,1977,1977,False,False,False
479,Harris Yulin,was born in,Los Angeles,1937,1937,False,False,False
480,William Travilla,was born in,Los Angeles,1920,1920,False,False,False
481,Harry Shearer,was born in,Los Angeles,1943,1943,False,False,False
482,Jonathan Silverman,was born in,Los Angeles,1966,1966,False,False,False
483,Marion Burns,was born in,Los Angeles,1907,1907,False,False,False
484,Lela Bliss,was born in,Los Angeles,1896,1896,False,False,False
485,Lindsay Wagner,was born in,Los Angeles,1949,1949,False,False,False
486,Judy Nugent,was born in,Los Angeles,1940,1940,False,False,False
487,Jenna Stern,was born in,Los Angeles,1967,1967,False,False,False
488,James Cromwell,was born in,Los Angeles,1940,1940,False,False,False
489,Leigh Brackett,was born in,Los Angeles,1915,1915,False,False,False
490,Noel Blanc,was born in,Los Angeles,1938,1938,False,False,False
491,Lesley Boone,was born in,Los Angeles,1968,1968,False,False,False
492,Judy Pace,was born in,Los Angeles,1942,1942,False,False,False
493,Efren Ramirez,was born in,Los Angeles,1973,1973,False,False,False
494,Michael Saucedo,was born in,Los Angeles,1970,1970,False,False,False
495,Judy Chu,was born in,Los Angeles,1953,1953,False,False,False
496,Kim Kardashian,was born in,Los Angeles,1980,1980,False,False,False
497,K. T. Stevens,was born in,Los Angeles,1919,1919,False,False,False
498,Allan Wu,was born in,Los Angeles,1972,1972,False,False,False
499,Kathleen Kinmont,was born in,Los Angeles,1965,1965,False,False,False
500,Ryan O'Neal,was born in,Los Angeles,1941,1941,False,False,False
501,Troian Bellisario,was born in,Los Angeles,1985,1985,False,False,False
502,Florence Meyer Blumenthal,was born in,Los Angeles,1875,1875,False,False,False
503,William R. Moses,was born in,Los Angeles,1959,1959,False,False,False
504,David Gest,was born in,Los Angeles,1953,1953,False,False,False
505,Jerry Goldsmith,was born in,Los Angeles,1929,1929,False,False,False
506,Dickie Moore (actor),was born in,Los Angeles,1925,1925,False,False,False
507,Elizabeth Daily,was born in,Los Angeles,1961,1961,False,False,False
508,Willis Lamb,was born in,Los Angeles,1913,1913,False,False,False
509,Michele Lee,was born in,Los Angeles,1942,1942,False,False,False
510,Dwayne Hickman,was born in,Los Angeles,1934,1934,False,False,False
511,Emily Deschanel,was born in,Los Angeles,1976,1976,False,False,False
512,James Mitchum,was born in,Los Angeles,1941,1941,False,False,False
513,Joan Woodbury,was born in,Los Angeles,1915,1915,False,False,False
514,Kim Hamilton,was born in,Los Angeles,1932,1932,False,False,False
515,Wendy Kilbourne,was born in,Los Angeles,1964,1964,False,False,False
516,Brendan I. Koerner,was born in,Los Angeles,1974,1974,False,False,False
517,Joy Page,was born in,Los Angeles,1924,1924,False,False,False
518,Theodore Harold Maiman,was born in,Los Angeles,1927,1927,False,False,False
519,Charles Shyer,was born in,Los Angeles,1951,1951,False,False,False
520,Patricia Duff,was born in,Los Angeles,1954,1954,False,False,False
521,Brennan Brown,was born in,Los Angeles,1968,1968,False,False,False
522,Norman Chandler,was born in,Los Angeles,1899,1899,False,False,False
523,Lela Rochon,was born in,Los Angeles,1964,1964,False,False,False
524,John Lahr,was born in,Los Angeles,1941,1941,False,False,False
525,Julie Cobb,was born in,Los Angeles,1947,1947,False,False,False
526,Edward James Olmos,was born in,Los Angeles,1947,1947,False,False,False
527,Irene Hervey,was born in,Los Angeles,1909,1909,False,False,False
528,Marge Champion,was born in,Los Angeles,1919,1919,False,False,False
529,Shelby Chong,was born in,Los Angeles,1948,1948,False,False,False
530,Larry Niven,was born in,Los Angeles,1938,1938,False,False,False
531,Gale Anne Hurd,was born in,Los Angeles,1955,1955,False,False,False
532,Barbara Hafer,was born in,Los Angeles,1943,1943,False,False,False
533,Jeanette Nolan,was born in,Los Angeles,1911,1911,False,False,False
534,Mary Jo Deschanel,was born in,Los Angeles,1945,1945,False,False,False
535,Marilyn Monroe,was born in,Los Angeles,1926,1926,False,False,False
536,Merv Adelson,was born in,Los Angeles,1929,1929,False,False,False
537,Sasha Alexander,was born in,Los Angeles,1973,1973,False,False,False
538,Richard Hilton,was born in,Los Angeles,1955,1955,False,False,False
539,Jack Hill,was born in,Los Angeles,1933,1933,False,False,False
540,Tina Sinatra,was born in,Los Angeles,1948,1948,False,False,False
541,Michael Freedman,was born in,Los Angeles,1951,1951,False,False,False
542,Kevin P. Chilton,was born in,Los Angeles,1954,1954,False,False,False
543,Eugene Merle Shoemaker,was born in,Los Angeles,1928,1928,False,False,False
544,Cindy Ambuehl,was born in,Los Angeles,1965,1965,False,False,False
545,Juliette Lewis,was born in,Los Angeles,1973,1973,False,False,False
546,John N. Mather,was born in,Los Angeles,1942,1942,False,False,False
547,Ashley Hamilton,was born in,Los Angeles,1974,1974,False,False,False
548,Josephine Wayne,was born in,Los Angeles,1908,1908,False,False,False
549,Victoria Carroll,was born in,Los Angeles,1941,1941,False,False,False
550,Maggie Roswell,was born in,Los Angeles,1952,1952,False,False,False
551,Carmen de Lavallade,was born in,Los Angeles,1931,1931,False,False,False
552,Don Oreck,was born in,Los Angeles,1930,1930,False,False,False
553,Gloria Grahame,was born in,Los Angeles,1923,1923,False,False,False
554,America Ferrera,was born in,Los Angeles,1984,1984,False,False,False
555,Gloria DeHaven,was born in,Los Angeles,1925,1925,False,False,False
556,Brenda Benet,was born in,Los Angeles,1945,1945,False,False,False
557,Heidi Lenhart,was born in,Los Angeles,1973,1973,False,False,False
558,John Drew Barrymore,was born in,Los Angeles,1932,1932,False,False,False
559,Linda Larkin,was born in,Los Angeles,1970,1970,False,False,False
560,Roy W. Hill,was born in,Los Angeles,1899,1899,False,False,False
561,Nancy Guild,was born in,Los Angeles,1925,1925,False,False,False
562,Patrick Fischler,was born in,Los Angeles,1969,1969,False,False,False
563,Leland H. Hartwell,was born in,Los Angeles,1939,1939,False,False,False
564,John D. Roberts,was born in,Los Angeles,1918,1918,False,False,False
565,Mary Kay Bergman,was born in,Los Angeles,1961,1961,False,False,False
566,Carl Friedrich von Weizsäcker,was born in,Kiel,1912,1912,False,False,False
567,Max Planck,was born in,Kiel,1858,1858,False,False,False
568,Gary Filmon,was born in,Winnipeg,1942,1942,False,False,False
569,Nia Vardalos,was born in,Winnipeg,1962,1962,False,False,False
570,Fletcher Markle,was born in,Winnipeg,1921,1921,False,False,False
571,Terry Stratton,was born in,Winnipeg,1938,1938,False,False,False
572,Janice Filmon,was born in,Winnipeg,1943,1943,False,False,False
573,Daniel Gillies,was born in,Winnipeg,1976,1976,False,False,False
574,Warren Beatty,was born in,"Richmond, Virginia",1937,1937,False,False,False
575,Virgil Goode,was born in,"Richmond, Virginia",1946,1946,False,False,False
576,Antonio Sacre,was born in,Boston,1968,1968,False,False,False
577,Sidney Homer,was born in,Boston,1864,1864,False,False,False
578,Fred Joseph,was born in,Boston,1937,1937,False,False,False
579,Joseph Slepian,was born in,Boston,1891,1891,False,False,False
580,Richard N. Goodwin,was born in,Boston,1931,1931,False,False,False
581,Ian Keith,was born in,Boston,1899,1899,False,False,False
582,Beth Howland,was born in,Boston,1941,1941,False,False,False
583,Bertram Ellis,was born in,Boston,1860,1860,False,False,False
584,Story Musgrave,was born in,Boston,1935,1935,False,False,False
585,William C. Durant,was born in,Boston,1861,1861,False,False,False
586,Jane Alexander,was born in,Boston,1939,1939,False,False,False
587,Horace H. Coolidge,was born in,Boston,1832,1832,False,False,False
588,Edward Charles Pickering,was born in,Boston,1846,1846,False,False,False
589,Margaret Stock,was born in,Boston,1961,1961,False,False,False
590,André Balazs,was born in,Boston,1957,1957,False,False,False
591,Charles Bulfinch,was born in,Boston,1763,1763,False,False,False
592,Eddie Edwards (wrestler),was born in,Boston,1983,1983,False,False,False
593,Jared Diamond,was born in,Boston,1937,1937,False,False,False
594,Meshach Taylor,was born in,Boston,1947,1947,False,False,False
595,Anne Nagel,was born in,Boston,1915,1915,False,False,False
596,Roger Adams,was born in,Boston,1889,1889,False,False,False
597,Franklin Stahl,was born in,Boston,1929,1929,False,False,False
598,Charles A. Phelps,was born in,Boston,1820,1820,False,False,False
599,Norman Corwin,was born in,Boston,1910,1910,False,False,False
600,Barbara Walters,was born in,Boston,1929,1929,False,False,False
601,Annie Baker,was born in,Boston,1981,1981,False,False,False
602,Bruce McCandless II,was born in,Boston,1937,1937,False,False,False
603,Charles A. Dinarello,was born in,Boston,1943,1943,False,False,False
604,John McCarthy (computer scientist),was born in,Boston,1927,1927,False,False,False
605,Gary Loveman,was born in,Boston,1960,1960,False,False,False
606,Charles Sumner,was born in,Boston,1811,1811,False,False,False
607,Sylvia Plath,was born in,Boston,1932,1932,False,False,False
608,Henry Bryant Bigelow,was born in,Boston,1879,1879,False,False,False
609,Helen Hobbs,was born in,Boston,1952,1952,False,False,False
610,Sixto Durán Ballén,was born in,Boston,1921,1921,False,False,False
611,Clark Gregg,was born in,Boston,1962,1962,False,False,False
612,Howard Phillips (politician),was born in,Boston,1941,1941,False,False,False
613,David Louis Band,was born in,Boston,1957,1957,False,False,False
614,Anne Twomey,was born in,Boston,1951,1951,False,False,False
615,Elliott H. Lieb,was born in,Boston,1932,1932,False,False,False
616,Hugh Parker Guiler,was born in,Boston,1898,1898,False,False,False
617,Nancy Benoit,was born in,Boston,1964,1964,False,False,False
618,Waitstill Sharp,was born in,Boston,1902,1902,False,False,False
619,Lou Breslow,was born in,Boston,1900,1900,False,False,False
620,Muriel Rahn,was born in,Boston,1911,1911,False,False,False
621,Jonathan Jackson (Continental Congress),was born in,Boston,1743,1743,False,False,False
622,Diana Trilling,was born in,United States,1905,1905,False,False,False
623,Ryan Haddon,was born in,United States,1971,1971,False,False,False
624,Joyce Brabner,was born in,United States,1952,1952,False,False,False
625,Gerald W. Abrams,was born in,United States,1939,1939,False,False,False
626,Donald D. Brown,was born in,United States,1931,1931,False,False,False
627,Glenn Howerton,was born in,United States,1976,1976,False,False,False
628,Howard Ensign Simmons Jr.,was born in,United States,1929,1929,False,False,False
629,Troy Donahue,was born in,United States,1936,1936,False,False,False
630,Katie Ford (CEO),was born in,United States,1955,1955,False,False,False
631,Nancy Jo Sales,was born in,United States,1964,1964,False,False,False
632,Candy Clark,was born in,United States,1947,1947,False,False,False
633,John Davis Lodge,was born in,United States,1903,1903,False,False,False
634,Penny Nichols,was born in,United States,1947,1947,False,False,False
635,John Towey,was born in,United States,1940,1940,False,False,False
636,Marilyn McCord Adams,was born in,United States,1943,1943,False,False,False
637,Alan Alda,was born in,United States,1936,1936,False,False,False
638,Lise Simms,was born in,United States,1963,1963,False,False,False
639,Simon A. Levin,was born in,United States,1941,1941,False,False,False
